schema_id	data_value	abbr_text	full_text
400112	FO:AER	AEROSTAR	FORD:AEROSTAR
400112	FO:AEV	AEROSTAR VAN	FORD:AEROSTAR VAN
400112	FO:ASE	A SERIES	FORD:A SERIES
400112	FO:ASP	ASPIRE	FORD:ASPIRE
400112	FO:AUR	TAURUS X	FORD:TAURUS X
400112	FO:AZT	AZTEC	FORD:AZTEC
400112	FO:BAF	BA FALCON 	FORD:BA FALCON 
400112	FO:BAN	BANTAM	FORD:BANTAM
400112	FO:BEL	BELINA II	FORD:BELINA II
400112	FO:BMX	B-MAX	FORD:B-MAX
400112	FO:BRN	BRONCO II	FORD:BRONCO II
400112	FO:BRO	BRONCO	FORD:BRONCO
400112	FO:BRS	BRONCO SPORT	FORD:BRONCO SPORT
400112	FO:BSE	B SERIES	FORD:B SERIES
400112	FO:BUS	BUSES 	FORD:BUSES 
400112	FO:CAB	CABRIOLET	FORD:CABRIOLET
400112	FO:CAP	CAPRI	FORD:CAPRI
400112	FO:CAR	CARGO	FORD:CARGO
400112	FO:CLC	CLASSIC	FORD:CLASSIC
400112	FO:CLU	CLUB WAGON	FORD:CLUB WAGON
400112	FO:C-M	C-MAX	FORD:C-MAX
400112	FO:CO2	COURRIER	FORD:COURRIER
